Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Customer_Tenure,Total_Spend,Family_Size,Total_Campaigns_Accepted,Age
Graduation,Partnered,37292.0,32,5,6,3,5,8,0,0,437,460,2,0,31
PhD,Single,45576.0,9,1,3,1,3,8,0,1,32,145,1,0,69
Graduation,Partnered,70321.0,6,1,6,5,13,4,0,1,529,1376,1,0,67
PhD,Single,58086.0,80,2,11,3,7,8,0,0,525,792,2,0,45
Graduation,Partnered,81795.0,74,1,4,11,7,2,0,0,611,1382,1,0,62
Basic,Partnered,28389.0,49,1,1,0,2,7,0,0,586,28,1,0,67
Master,Partnered,66835.0,21,1,6,4,13,2,0,0,274,1033,1,0,68
Graduation,Single,69901.0,95,3,7,3,10,5,0,0,396,882,2,0,45
PhD,Partnered,80360.0,56,2,4,4,5,2,0,0,483,2231,1,3,65
PhD,Partnered,63342.0,48,3,8,3,5,6,0,1,621,1101,2,1,53
Graduation,Partnered,44989.0,26,5,5,1,5,6,0,0,655,369,2,0,40
2n Cycle,Single,31859.0,3,1,1,0,3,7,0,0,122,48,2,0,34
PhD,Single,51569.0,39,4,7,1,7,8,0,1,502,467,2,1,65
Graduation,Single,30372.0,33,3,2,0,3,7,0,0,551,44,3,0,43
Basic,Single,16014.0,42,4,1,1,4,3,0,0,469,38,3,0,35
Graduation,Partnered,41120.0,80,3,2,1,3,6,0,0,235,81,3,0,46
Master,Single,39763.0,9,2,5,1,2,9,0,1,329,167,2,0,43
PhD,Partnered,38725.0,52,2,1,0,4,4,0,0,50,45,3,0,59
Graduation,Partnered,77981.0,78,3,7,4,7,5,0,0,399,664,2,0,42
2n Cycle,Partnered,62905.0,68,3,7,2,8,4,0,0,292,622,2,0,50
2n Cycle,Single,13533.0,45,2,2,0,3,7,0,0,476,48,2,0,35
Graduation,Partnered,59481.0,47,2,3,3,8,2,0,0,249,461,2,0,39
Graduation,Partnered,72117.0,34,1,9,7,9,5,0,0,313,1073,2,0,37
2n Cycle,Partnered,21955.0,81,2,2,1,3,6,0,0,295,55,2,0,28
Graduation,Partnered,67131.0,72,3,9,2,12,6,0,0,460,976,2,0,58
PhD,Single,36802.0,23,1,1,0,3,5,0,0,13,20,2,0,34
Graduation,Partnered,71853.0,29,1,2,8,6,1,0,0,417,1149,1,0,32
Basic,Partnered,28249.0,80,1,2,0,3,6,0,0,14,43,1,0,53
Master,Partnered,47808.0,30,2,3,2,3,7,0,0,252,224,2,1,39
PhD,Single,25509.0,15,3,3,0,3,9,0,1,649,101,2,0,40
PhD,Partnered,51012.0,86,1,4,1,4,6,0,0,437,209,1,0,68
Graduation,Single,70596.0,68,1,3,5,12,2,0,0,632,968,1,0,29
PhD,Partnered,85431.0,54,1,2,7,7,0,0,0,386,1165,1,0,62
Graduation,Partnered,42664.0,44,1,1,0,3,6,0,0,103,24,2,0,47
Graduation,Partnered,42586.0,7,5,4,1,6,8,0,1,608,252,3,0,59
Graduation,Single,29760.0,87,4,3,1,4,8,0,0,669,165,2,0,29
PhD,Partnered,28973.0,59,2,5,1,5,8,0,0,624,269,1,0,37
PhD,Partnered,39435.0,16,1,3,1,2,7,0,0,327,102,2,0,41
2n Cycle,Partnered,65370.0,1,1,2,3,13,1,0,0,332,461,1,0,30
Basic,Single,20194.0,64,2,2,0,3,6,0,0,559,47,2,0,35
PhD,Single,42473.0,72,3,2,1,4,5,0,0,132,144,3,0,38
Graduation,Partnered,64590.0,98,1,9,4,10,6,0,0,623,1338,1,0,46
Graduation,Partnered,71232.0,91,2,11,2,10,7,0,0,213,917,2,0,55
Graduation,Partnered,34600.0,8,5,5,2,5,8,0,1,544,318,3,0,43
Graduation,Single,46904.0,20,4,5,1,4,8,0,0,603,253,3,0,47
Graduation,Partnered,49094.0,6,5,6,3,6,6,0,0,646,502,2,0,41
Graduation,Partnered,36075.0,54,1,2,0,4,6,0,0,202,119,2,0,31
2n Cycle,Partnered,60839.0,72,13,2,2,12,8,0,0,670,1250,3,0,35
Graduation,Partnered,77298.0,46,1,6,6,11,3,0,0,239,969,2,0,35
Graduation,Partnered,34026.0,11,3,2,1,3,5,0,0,328,76,3,0,64
PhD,Single,48918.0,21,2,1,0,4,4,0,0,78,62,3,0,51
2n Cycle,Partnered,82122.0,89,1,3,9,13,1,0,0,318,1382,1,1,52
Graduation,Single,37697.0,82,1,2,1,3,6,0,0,142,84,2,0,38
Graduation,Partnered,34074.0,69,5,3,3,3,6,0,0,351,255,3,1,62
Master,Partnered,28520.0,55,1,1,1,2,6,0,0,380,43,3,0,54
Graduation,Single,62535.0,13,1,3,2,8,3,0,0,269,398,2,0,59
Master,Single,36273.0,80,2,3,0,3,6,0,0,74,76,2,0,37
Graduation,Partnered,63404.0,97,2,6,3,4,4,0,0,23,902,3,1,50
2n Cycle,Partnered,75774.0,27,1,7,5,8,4,0,0,58,823,2,0,33
Graduation,Partnered,78416.0,99,2,7,7,10,3,0,0,2,1179,2,0,38
Graduation,Partnered,75702.0,87,1,10,5,13,6,0,0,623,1921,2,1,40
Master,Partnered,59385.0,85,2,3,1,4,5,0,0,427,185,3,0,63
Graduation,Single,37070.0,30,9,5,1,8,7,0,1,466,433,3,0,48
Graduation,Partnered,44689.0,82,2,1,1,2,7,0,0,170,34,3,1,63
Graduation,Partnered,53977.0,21,5,5,5,12,5,0,0,386,907,2,0,56
PhD,Single,7144.0,92,0,23,1,1,0,0,0,204,416,3,0,48
Graduation,Single,18701.0,95,4,2,0,4,5,0,0,390,44,3,0,50
Graduation,Partnered,90369.0,2,1,4,6,6,1,0,1,62,1588,1,0,58
PhD,Single,63159.0,74,1,3,5,8,3,0,0,601,1797,1,1,40
Graduation,Partnered,37758.0,49,2,1,0,3,8,0,0,633,40,3,0,48
PhD,Single,46757.0,71,6,4,4,7,9,0,0,590,1143,2,0,51
Master,Partnered,79734.0,72,1,4,3,6,1,0,0,1,914,1,1,45
Graduation,Partnered,63207.0,68,1,2,3,6,7,0,0,525,1502,1,1,22
Graduation,Single,72071.0,4,3,5,4,8,2,0,0,500,1338,2,0,60
PhD,Partnered,21840.0,80,1,1,0,3,9,0,0,343,27,2,0,31
2n Cycle,Partnered,58582.0,15,2,9,2,9,5,0,0,274,763,2,1,32
Graduation,Single,72282.0,70,1,5,7,9,7,0,1,345,1331,1,0,63
Graduation,Partnered,50387.0,91,3,6,2,8,5,0,0,302,525,3,0,58
PhD,Partnered,32583.0,10,1,1,0,2,7,0,0,14,9,3,0,53
Graduation,Partnered,62568.0,99,3,5,3,5,4,0,0,83,953,2,1,52
Master,Single,44635.0,25,2,2,0,3,7,0,0,261,68,3,0,43
Master,Single,33316.0,34,3,2,1,4,6,0,0,268,131,3,0,43
Graduation,Partnered,63967.0,57,3,4,4,12,2,0,0,324,882,2,0,46
2n Cycle,Partnered,52513.0,84,2,9,5,9,7,0,0,663,1149,1,0,36
Graduation,Partnered,25293.0,51,1,1,1,2,8,0,0,287,37,2,0,45
PhD,Single,54111.0,97,2,5,2,6,5,0,0,308,388,2,0,49
Graduation,Partnered,78394.0,13,1,4,6,5,2,0,1,499,1428,1,0,28
Master,Partnered,80739.0,92,1,3,11,9,1,0,0,402,1633,1,0,56
Master,Partnered,22669.0,30,3,4,1,2,9,0,1,403,173,2,0,39
Graduation,Single,29236.0,30,2,4,0,3,9,0,0,264,99,2,0,27
Graduation,Partnered,44911.0,11,3,4,1,4,7,0,0,471,215,2,0,55
PhD,Partnered,54693.0,72,8,6,4,13,6,0,0,497,929,2,0,52
Graduation,Partnered,48186.0,39,3,4,1,4,7,0,0,101,219,2,0,40
Graduation,Partnered,54809.0,0,4,2,1,5,4,0,1,291,174,3,0,37
Graduation,Partnered,41580.0,15,3,2,1,3,5,0,0,566,92,3,0,36
PhD,Partnered,80336.0,12,1,2,9,13,1,0,0,293,1052,1,0,44
Graduation,Partnered,47743.0,56,3,4,1,6,6,0,0,464,275,2,1,57
2n Cycle,Partnered,62972.0,39,2,7,4,3,6,0,0,695,587,2,0,59
PhD,Single,57333.0,55,11,8,5,9,6,0,1,645,1662,2,0,60
PhD,Partnered,32313.0,60,3,4,0,4,9,0,0,503,159,2,0,32
Master,Single,84953.0,73,1,3,10,4,2,0,1,391,1024,1,3,61
Master,Single,27071.0,90,2,2,0,3,6,0,0,67,35,2,0,46
Master,Partnered,68148.0,86,1,4,4,6,2,0,0,302,1042,1,0,57
Master,Partnered,65735.0,37,5,6,2,6,7,0,0,204,395,3,0,49
PhD,Partnered,86836.0,7,1,6,10,6,5,0,1,655,557,1,3,39
PhD,Partnered,4023.0,29,15,0,0,0,19,0,0,6,9,3,0,51
Graduation,Partnered,30093.0,19,1,2,0,3,7,0,0,356,69,1,0,24
PhD,Partnered,57705.0,14,3,8,1,6,6,0,0,169,486,2,0,48
Graduation,Single,25008.0,72,2,1,0,3,8,0,0,147,34,2,0,26
2n Cycle,Single,83257.0,56,1,5,10,12,6,1,1,649,1365,1,2,19
Graduation,Partnered,22280.0,85,1,1,0,2,8,0,0,406,13,2,0,39
PhD,Partnered,72159.0,62,1,4,6,10,2,0,0,608,1401,1,0,36
Graduation,Partnered,64260.0,1,1,4,5,4,3,0,1,534,1574,1,0,53
PhD,Single,82733.0,28,1,8,4,7,4,0,1,292,1323,1,0,30
Master,Single,74290.0,70,4,10,8,10,6,0,0,321,1217,2,2,43
Master,Single,58217.0,84,1,2,0,4,6,0,0,589,103,4,0,63
Master,Partnered,21024.0,89,1,2,0,4,7,0,0,360,84,1,0,38
PhD,Partnered,70116.0,73,1,2,8,12,1,0,0,519,1536,1,0,42
Graduation,Partnered,54006.0,42,2,8,1,7,7,0,0,649,581,2,0,29
PhD,Partnered,69063.0,16,1,5,3,5,3,0,0,599,928,2,0,48
2n Cycle,Single,11448.0,16,1,1,0,2,6,0,0,196,14,1,0,39
Graduation,Single,61825.0,56,1,4,2,8,4,0,0,326,424,2,0,35
Graduation,Partnered,70886.0,65,1,5,4,4,2,0,0,258,960,2,0,43
Graduation,Partnered,69109.0,10,1,6,6,7,4,0,1,597,1555,1,1,32
Graduation,Single,60208.0,13,11,8,3,7,7,0,1,630,656,3,1,41
Master,Partnered,32889.0,78,3,2,1,3,5,0,0,296,55,3,0,46
Graduation,Single,34738.0,51,1,1,0,3,6,0,0,49,20,2,0,30
Master,Partnered,30538.0,27,4,9,0,4,10,0,0,636,367,2,0,43
2n Cycle,Partnered,82326.0,30,1,5,10,6,2,0,1,111,2257,1,3,37
PhD,Single,26642.0,71,2,2,0,3,6,0,0,120,42,2,0,47
Graduation,Single,69932.0,97,2,7,6,11,4,0,0,382,1049,2,0,50
Graduation,Single,44503.0,83,2,2,0,3,6,0,0,74,48,3,0,42
PhD,Single,60200.0,3,6,6,2,11,6,0,0,543,685,2,0,66
Graduation,Single,49638.0,71,1,1,0,3,2,0,0,71,39,2,0,62
2n Cycle,Single,23830.0,3,1,1,0,3,7,0,0,142,43,1,0,27
Master,Single,33051.0,15,3,9,1,8,9,0,1,682,835,1,0,55
Graduation,Partnered,72905.0,52,1,3,7,9,1,0,0,159,1515,1,1,56
PhD,Partnered,69702.0,8,2,7,7,10,4,0,0,495,1039,2,0,63
Graduation,Single,70300.0,89,3,5,5,13,8,0,0,349,1596,2,0,39
PhD,Partnered,70643.0,66,1,5,8,4,6,0,1,622,1828,1,0,30
PhD,Partnered,30396.0,22,2,1,1,2,7,0,1,60,34,2,1,45
PhD,Single,50616.0,56,2,4,0,4,7,0,0,72,149,2,0,46
Master,Single,62772.0,74,1,5,6,11,2,0,0,406,946,2,1,45
PhD,Single,30298.0,48,1,1,1,3,3,0,0,41,28,1,0,29
Graduation,Single,52413.0,67,2,7,1,7,7,0,0,603,450,2,0,30
PhD,Partnered,44155.0,24,1,1,1,2,4,0,0,161,46,3,0,57
PhD,Single,86979.0,67,1,5,5,5,2,0,1,234,1702,1,1,43
Graduation,Partnered,76532.0,38,4,9,5,7,5,0,0,293,820,3,0,39
Graduation,Partnered,42081.0,86,2,6,3,4,6,0,0,488,382,2,1,32
PhD,Partnered,67546.0,90,1,4,10,5,3,0,0,667,2126,1,0,26
Master,Partnered,88420.0,87,1,4,7,8,1,0,0,58,2069,1,3,25
Graduation,Partnered,31158.0,62,2,2,0,3,8,0,0,518,72,2,0,29
Graduation,Single,61671.0,23,8,10,4,6,8,0,0,26,732,2,2,46
Graduation,Single,69719.0,99,1,2,3,5,1,0,0,34,801,1,0,40
Graduation,Single,49160.0,29,2,3,1,6,6,0,0,252,236,2,0,65
Basic,Partnered,24882.0,52,1,1,1,2,6,0,0,658,80,2,1,36
PhD,Single,90933.0,90,1,4,6,4,1,0,0,90,1685,1,1,60
PhD,Single,113734.0,9,0,27,0,0,1,0,0,32,277,1,0,69
PhD,Partnered,59292.0,71,2,3,5,8,3,0,0,381,507,2,0,64
PhD,Partnered,45759.0,13,2,2,0,3,7,0,0,491,68,3,0,50
Graduation,Single,22148.0,16,1,1,0,3,7,0,0,77,49,1,0,31
Master,Partnered,73395.0,94,1,4,4,6,2,0,0,103,397,1,0,27
Graduation,Single,29819.0,77,3,3,0,3,6,0,0,248,39,2,0,43
Graduation,Partnered,45688.0,20,2,3,1,8,4,0,0,155,306,2,1,46
Graduation,Partnered,62820.0,51,1,3,4,6,1,0,0,414,976,1,0,60
PhD,Partnered,60491.0,81,4,6,11,7,5,0,0,296,1028,2,0,43
Graduation,Partnered,33235.0,71,1,3,0,3,7,0,0,144,70,2,0,28
Graduation,Partnered,35701.0,36,1,1,0,3,6,0,0,467,46,1,0,55
Master,Partnered,31535.0,95,1,1,1,2,7,0,0,276,51,2,1,34
2n Cycle,Partnered,92556.0,32,0,3,5,13,0,0,0,70,1263,1,0,54
Graduation,Single,67384.0,32,2,7,8,5,5,0,0,596,1490,2,1,44
Master,Partnered,80573.0,85,1,4,6,13,2,0,0,623,1564,1,0,43
Graduation,Partnered,77870.0,93,3,5,5,5,8,0,1,676,1815,2,2,47
PhD,Single,52278.0,24,6,10,5,10,8,0,0,520,1198,2,0,51
Graduation,Single,57107.0,44,7,4,4,8,8,0,1,674,416,2,2,46
Graduation,Partnered,18929.0,15,1,1,0,4,6,0,0,498,85,1,0,24
PhD,Single,36038.0,82,2,3,0,3,6,0,0,394,47,2,0,33
Graduation,Single,20180.0,27,1,2,1,4,7,0,0,494,137,1,0,38
PhD,Partnered,34230.0,72,1,1,0,2,7,0,0,550,21,3,0,49
2n Cycle,Single,31878.0,7,1,1,0,4,3,0,0,7,70,2,0,37
2n Cycle,Partnered,70932.0,57,2,6,2,12,3,0,0,161,909,2,0,42
Graduation,Single,91249.0,84,0,7,9,6,4,0,1,617,1676,1,4,58
Master,Single,77598.0,53,1,7,5,13,3,0,0,271,1735,1,1,71
Graduation,Single,80982.0,48,3,11,5,11,5,1,0,537,1191,3,0,55
Master,Partnered,22701.0,2,1,1,0,3,5,0,0,297,24,2,0,37
PhD,Partnered,55212.0,65,3,4,2,11,8,0,0,583,1182,2,2,45
Graduation,Partnered,70617.0,45,1,3,3,7,2,0,0,371,1280,1,0,44
Graduation,Single,64849.0,42,1,9,3,6,5,0,1,593,1336,1,0,57
Master,Partnered,62694.0,29,5,9,3,7,7,0,0,377,749,3,0,49
PhD,Partnered,61917.0,83,1,2,0,4,5,0,0,221,91,3,0,40
PhD,Partnered,67472.0,93,2,4,2,7,3,0,0,274,414,2,0,67
Master,Partnered,21059.0,40,3,3,0,3,6,0,0,173,44,2,0,32
Master,Partnered,29543.0,47,2,3,1,2,7,0,0,89,63,3,0,46
Graduation,Partnered,75903.0,50,2,6,6,9,3,0,0,447,901,2,0,63
2n Cycle,Partnered,34984.0,40,2,1,0,3,7,0,0,661,38,3,0,39
PhD,Single,54998.0,3,5,4,2,9,4,0,1,476,455,2,0,58
PhD,Single,54356.0,62,3,11,2,8,8,0,1,587,775,2,0,65
Master,Partnered,34242.0,25,1,0,0,3,5,0,0,98,15,2,0,55
Graduation,Partnered,25410.0,48,1,1,0,4,4,0,0,302,38,2,0,41
PhD,Partnered,73356.0,56,1,5,11,5,2,0,1,143,1512,1,3,30
Graduation,Partnered,28320.0,68,1,1,0,3,8,0,0,531,43,2,0,64
Graduation,Single,23763.0,64,1,1,0,3,7,0,0,691,42,2,0,37
Graduation,Partnered,72570.0,67,1,4,6,12,1,0,0,65,1089,1,0,30
Master,Partnered,34529.0,94,2,2,2,3,7,0,0,653,162,2,0,38
Graduation,Single,70792.0,82,2,3,4,10,3,0,0,508,1272,1,0,63
Graduation,Partnered,63211.0,3,2,3,8,7,2,0,1,604,1173,1,0,32
Master,Partnered,83891.0,24,1,4,7,10,1,0,0,9,816,2,0,40
Graduation,Single,36065.0,54,3,3,0,3,8,0,0,455,74,3,0,46
Graduation,Partnered,39898.0,20,2,3,0,4,7,0,0,502,134,2,0,60
PhD,Single,51141.0,96,1,3,1,4,5,0,0,356,157,1,0,74
Graduation,Partnered,56939.0,19,2,3,3,10,3,0,0,284,561,2,0,38
Graduation,Single,80872.0,60,1,4,4,10,1,0,0,48,1336,1,0,63
PhD,Partnered,72335.0,2,1,10,4,8,8,0,1,685,2092,1,0,38
PhD,Single,61798.0,13,1,4,2,9,4,0,0,218,463,1,0,50
PhD,Single,76842.0,37,1,1,8,7,0,0,0,57,1130,1,0,64
Graduation,Partnered,29478.0,59,1,1,0,3,6,0,0,163,20,2,0,38
Graduation,Single,46998.0,55,5,5,3,5,7,0,0,615,377,2,1,58
Graduation,Single,96843.0,60,1,6,11,10,2,0,1,432,1544,1,1,24
PhD,Single,56551.0,48,3,2,1,4,4,0,0,53,138,3,0,64
Master,Partnered,70053.0,38,3,8,5,10,5,0,0,361,1012,2,0,49
PhD,Single,71670.0,8,1,5,3,6,6,0,1,355,1766,1,3,52
Graduation,Partnered,44359.0,19,3,2,0,4,3,0,0,12,45,3,0,36
Graduation,Single,40887.0,32,3,3,1,3,9,0,1,419,161,3,0,62
Graduation,Single,48877.0,27,1,3,0,4,7,0,0,175,144,2,0,48
Graduation,Partnered,74485.0,58,1,6,7,12,3,0,0,309,1734,1,0,67
Graduation,Partnered,64474.0,59,2,8,2,10,5,0,0,250,823,2,0,42
Graduation,Partnered,77226.0,29,2,6,8,12,3,0,0,121,1138,2,0,51
Graduation,Single,72643.0,60,1,3,10,7,2,0,1,487,1429,1,1,65
Master,Partnered,85738.0,41,1,3,6,11,1,0,0,157,1371,1,2,36
Graduation,Single,55686.0,27,2,6,3,5,4,0,0,500,982,2,1,48
Graduation,Single,39062.0,28,1,1,0,3,4,0,0,96,44,2,1,31
Graduation,Partnered,34600.0,8,5,5,2,5,8,0,1,544,318,3,0,43
Graduation,Partnered,40794.0,18,2,6,3,5,7,0,0,448,434,2,0,39
2n Cycle,Partnered,54690.0,76,3,3,1,5,3,0,0,234,198,3,0,43
Graduation,Partnered,4428.0,0,0,25,0,0,1,0,0,267,359,2,0,45
2n Cycle,Partnered,32632.0,32,2,4,4,8,5,0,0,696,576,1,0,51
PhD,Single,38236.0,2,4,3,0,4,7,0,0,282,88,3,0,46
Graduation,Partnered,36781.0,16,1,2,1,2,8,0,1,80,63,2,0,35
Master,Single,31385.0,56,1,1,0,2,8,0,1,571,27,2,1,30
Graduation,Partnered,24570.0,97,3,4,0,4,9,0,0,487,193,2,0,30
PhD,Single,25509.0,15,3,3,0,3,9,0,1,649,101,2,0,40
Graduation,Partnered,94642.0,35,0,5,7,9,1,0,0,137,2211,1,2,63
Master,Partnered,58646.0,3,1,2,1,4,4,0,0,384,140,2,0,52
Graduation,Single,53201.0,49,8,6,3,5,7,0,0,502,415,3,0,39
Graduation,Partnered,21994.0,4,1,0,0,3,5,0,0,552,22,2,0,57
Graduation,Partnered,57113.0,45,6,4,1,5,7,0,0,508,263,3,0,36
Graduation,Partnered,51373.0,37,1,3,5,3,4,0,0,372,393,1,0,23
Graduation,Partnered,23477.0,39,3,3,0,4,8,0,0,251,147,2,0,28
Graduation,Partnered,58116.0,38,2,3,3,8,2,0,0,77,443,2,0,58
PhD,Single,72968.0,8,1,5,5,8,3,0,1,195,1958,1,1,51
Master,Partnered,39791.0,89,2,3,1,4,7,0,0,458,174,2,0,43
Master,Single,91712.0,47,0,9,7,11,3,0,1,255,2217,1,1,67
Graduation,Single,94472.0,75,1,5,5,5,5,0,0,87,1691,2,2,56
Graduation,Partnered,13672.0,86,2,1,0,3,8,0,0,438,25,3,0,54
2n Cycle,Partnered,96547.0,4,0,7,6,8,2,0,1,37,809,1,3,34
Graduation,Partnered,79205.0,73,1,6,5,4,4,0,1,669,895,1,1,39
PhD,Partnered,56559.0,46,3,4,3,8,4,0,0,551,484,2,0,39
PhD,Partnered,32644.0,38,4,7,1,6,8,0,0,529,413,2,1,41
2n Cycle,Single,67506.0,73,1,4,1,6,3,0,0,178,331,2,0,34
Graduation,Single,24206.0,66,1,1,0,3,6,0,0,478,25,2,0,44
PhD,Single,28420.0,36,1,1,0,2,6,0,0,187,13,2,0,47
Graduation,Partnered,22979.0,29,3,3,2,2,8,0,1,661,115,2,0,44
Graduation,Single,33279.0,29,1,0,0,3,3,0,0,17,16,1,0,48
Master,Single,46423.0,6,3,2,0,4,7,0,0,284,92,3,0,42
Graduation,Partnered,30368.0,97,2,2,0,3,8,0,0,234,52,2,0,37
Graduation,Partnered,63684.0,61,3,8,4,8,5,0,0,580,1464,2,0,44
Graduation,Single,41638.0,68,4,5,5,3,8,0,0,501,441,2,1,50
PhD,Single,68805.0,73,1,3,1,7,2,0,0,285,283,2,0,55
PhD,Partnered,65814.0,90,3,8,2,10,5,0,0,119,747,2,0,48
Graduation,Single,71964.0,81,1,5,6,5,3,0,0,405,1870,1,0,56
Graduation,Single,39146.0,1,3,4,0,4,8,0,0,500,165,2,0,28
Graduation,Partnered,96876.0,79,1,7,7,9,2,0,1,327,1941,1,3,37
Basic,Partnered,34445.0,92,6,11,2,8,9,0,0,518,839,1,0,33
Graduation,Single,68281.0,31,1,2,9,13,5,0,1,691,1655,1,0,56
2n Cycle,Partnered,37284.0,46,1,0,0,3,6,0,0,457,23,3,0,39
Graduation,Partnered,36790.0,14,1,2,1,2,9,0,1,485,66,1,0,31
Graduation,Partnered,27943.0,89,3,2,0,3,8,0,0,440,37,3,0,47
Graduation,Single,22263.0,31,2,1,0,3,6,1,0,91,21,3,0,63
Graduation,Partnered,30261.0,75,1,0,0,3,8,0,0,642,22,4,0,42
Graduation,Partnered,28587.0,42,3,2,0,4,6,0,0,137,78,2,0,36
Master,Partnered,43815.0,53,1,2,0,3,6,0,0,450,79,2,0,32
Graduation,Partnered,48195.0,53,6,4,2,5,6,0,0,159,265,3,0,58
Master,Partnered,77027.0,23,2,8,3,6,4,0,0,144,1175,2,0,62
PhD,Partnered,71322.0,57,2,8,5,13,4,0,0,498,1305,2,0,49
Master,Partnered,32765.0,49,2,2,0,4,5,0,0,126,46,2,0,35
Graduation,Partnered,29672.0,6,1,0,0,3,6,0,0,474,25,3,0,49
Graduation,Single,23272.0,29,1,1,0,3,4,0,0,255,46,1,0,61
Master,Partnered,49912.0,5,4,10,5,7,8,0,1,660,874,2,1,65
2n Cycle,Partnered,7500.0,98,4,2,1,3,9,0,0,697,100,2,0,29
PhD,Single,68117.0,80,2,11,8,4,6,0,1,476,930,2,1,67
Graduation,Partnered,67225.0,4,3,7,2,11,5,0,0,215,868,2,0,59
Graduation,Partnered,17649.0,70,3,3,0,3,8,0,0,229,45,2,0,38
Graduation,Partnered,55914.0,32,4,11,6,8,7,0,0,426,1260,2,0,39
Graduation,Partnered,40059.0,82,1,6,2,3,8,0,0,274,414,2,1,30
Graduation,Partnered,60905.0,27,2,3,3,7,2,0,0,206,392,2,0,64
Graduation,Partnered,75330.0,94,4,10,3,12,6,0,0,633,1109,3,0,37
Graduation,Single,60689.0,23,4,4,4,10,3,0,0,393,639,2,0,63
Graduation,Partnered,38680.0,97,1,2,0,3,7,0,0,458,79,2,0,30
Graduation,Partnered,61416.0,25,1,10,3,10,6,0,0,506,1665,1,1,32
Graduation,Single,49767.0,92,1,5,4,8,4,0,0,423,692,1,0,23
Graduation,Single,83273.0,98,10,4,6,9,7,0,0,642,1392,4,0,44
Graduation,Partnered,29009.0,19,2,2,0,3,6,0,0,212,44,2,0,33
Master,Partnered,45057.0,80,1,2,0,3,5,0,0,210,50,2,0,35
Graduation,Partnered,37150.0,80,8,4,3,6,7,0,0,656,467,2,0,43
Graduation,Single,43020.0,79,3,4,1,4,6,0,0,211,223,2,0,44
Graduation,Partnered,53154.0,50,1,3,1,4,4,0,0,20,158,2,0,55
Graduation,Partnered,65308.0,60,1,7,8,12,4,0,0,291,1211,1,2,41
Graduation,Single,76467.0,44,2,2,5,5,6,0,1,681,1575,2,0,44
2n Cycle,Partnered,81044.0,0,1,5,6,10,1,0,0,184,1208,1,0,67
Graduation,Partnered,32871.0,28,1,1,0,3,4,0,0,477,43,3,0,63
Graduation,Single,55801.0,35,6,7,2,6,7,0,0,280,527,3,1,39
Graduation,Single,76320.0,49,2,6,3,4,2,0,0,7,932,2,0,55
Master,Single,36927.0,46,2,3,0,3,8,0,0,27,71,3,0,59
Graduation,Partnered,48794.0,97,1,1,0,3,4,0,0,3,54,3,0,61
Graduation,Single,23478.0,51,1,3,0,3,8,0,0,467,129,1,0,49
Graduation,Single,71128.0,80,3,2,10,12,7,0,0,631,1615,2,0,41
PhD,Single,70179.0,10,3,7,3,13,5,0,0,343,1034,2,0,38
Graduation,Partnered,59462.0,29,2,9,2,12,7,0,0,540,1088,2,0,64
Graduation,Partnered,38361.0,74,3,3,1,3,7,0,0,184,137,2,0,45
PhD,Partnered,70038.0,54,1,4,4,8,2,0,0,247,1244,1,0,32
Graduation,Partnered,42554.0,93,2,2,0,3,4,0,0,533,41,3,0,36
Graduation,Partnered,67445.0,63,5,9,6,12,6,0,0,686,1174,2,0,40
Graduation,Single,67046.0,92,2,4,5,4,2,0,0,539,993,2,0,63
Graduation,Partnered,42192.0,40,1,2,1,3,4,0,0,296,100,1,0,66
PhD,Partnered,77610.0,70,2,4,7,4,7,0,0,608,1680,2,0,62
Graduation,Partnered,31761.0,96,2,3,0,4,5,0,0,85,98,2,0,30
Graduation,Partnered,34350.0,81,1,1,0,3,7,0,0,253,48,2,0,35
Graduation,Partnered,54591.0,63,3,6,2,8,5,0,0,328,519,2,0,65
Graduation,Partnered,71866.0,85,1,6,3,10,3,0,0,186,715,2,0,58
Graduation,Partnered,25293.0,51,1,1,1,2,8,0,0,287,37,2,0,45
PhD,Single,42000.0,23,2,5,2,11,5,0,1,535,653,1,0,27
Graduation,Partnered,69520.0,95,1,9,6,5,5,0,0,357,1455,1,0,31
Graduation,Single,64713.0,11,2,5,5,7,4,0,1,142,602,2,0,44
Master,Partnered,27889.0,42,1,1,1,2,6,0,0,359,26,2,0,37
Basic,Single,22123.0,77,1,2,1,3,5,0,0,94,102,1,0,54
Graduation,Partnered,27803.0,40,2,3,0,4,8,0,0,672,176,2,0,41
Graduation,Partnered,51651.0,32,4,6,2,5,8,0,0,599,433,2,0,54
Graduation,Partnered,68487.0,48,1,9,7,13,4,0,0,532,1366,1,0,26
Graduation,Partnered,56796.0,24,3,8,9,7,7,0,0,498,1001,2,0,45
2n Cycle,Partnered,87000.0,61,1,4,6,7,2,0,0,561,961,1,0,22
Graduation,Partnered,79823.0,6,1,6,9,7,2,0,0,90,1518,2,1,55
Graduation,Single,30828.0,16,2,1,1,4,3,0,0,268,56,2,0,34
Master,Partnered,34109.0,39,1,0,0,3,4,0,0,235,22,2,0,43
Master,Single,53367.0,2,7,5,1,8,7,0,1,302,400,3,0,40
Basic,Partnered,22390.0,49,1,1,0,2,7,0,0,251,26,1,0,45
